;Column1.1;Column1.2;Column1.2.1;Column1.2.2;Column1.2.3;Column1.3.1;Column1.3.2;Column1.3.3;Column1.4.1;Column1.4.2;Column1.4.22;Column1.4.3;;;;
Image ret;0.000819;0.819;stereoCalib;0.029431;29.431000;colorDetect;0.012864;12.864000;udp;0.000222;0.222;0.043336;;;;
Image ret;0.000879;0.879;stereoCalib;0.052203;52.203000;colorDetect;0.027576;27.576000;udp;0.000148;0.148;0.080806;;;;
Image ret;0.001119;1.119;stereoCalib;0.055914;55.914000;colorDetect;0.019977;19.977000;udp;9e-05;0.09;0.0771;;;;
Image ret;0.000797;0.797;stereoCalib;0.030242;30.242000;colorDetect;0.012544;12.544000;udp;0.000106;0.106;0.043689;;;;
Image ret;0.000844;0.844;stereoCalib;0.032666;32.666000;colorDetect;0.012537;12.537000;udp;0.000101;0.101;0.046148;;;;
Image ret;0.000784;0.784;stereoCalib;0.03295;32.950000;colorDetect;0.013444;13.444000;udp;8.9e-05;0.089;0.047267;;;;
Image ret;0.000822;0.822;stereoCalib;0.027922;27.922000;colorDetect;0.012375;12.375000;udp;0.000107;0.107;0.041226;;;;
Image ret;0.001071;1.071;stereoCalib;0.029292;29.292000;colorDetect;0.013332;13.332000;udp;9.4e-05;0.094;0.043789;;;;
Image ret;0.000883;0.883;stereoCalib;0.028572;28.572000;colorDetect;0.013586;13.586000;udp;9.3e-05;0.093;0.043134;;;;
Image ret;0.000805;0.805;stereoCalib;0.028732;28.732000;colorDetect;0.012499;12.499000;udp;0.000106;0.106;0.042142;;;;
Image ret;0.000807;0.807;stereoCalib;0.027052;27.052000;colorDetect;0.012759;12.759000;udp;0.000197;0.197;0.040815;;;;
Image ret;0.000842;0.842;stereoCalib;0.029426;29.426000;colorDetect;0.012534;12.534000;udp;0.000123;0.123;0.042925;;;;
Image ret;0.00089;0.89;stereoCalib;0.026938;26.938000;colorDetect;0.015593;15.593000;udp;9.2e-05;0.092;0.043513;;;;
Image ret;0.000807;0.807;stereoCalib;0.029413;29.413000;colorDetect;0.012472;12.472000;udp;0.000112;0.112;0.042804;;;;
Image ret;0.000813;0.813;stereoCalib;0.029502;29.502000;colorDetect;0.013404;13.404000;udp;0.000115;0.115;0.043834;;;;
Image ret;0.000808;0.808;stereoCalib;0.029817;29.817000;colorDetect;0.014063;14.063000;udp;9.1e-05;0.091;0.044779;;;;
Image ret;0.000858;0.858;stereoCalib;0.029436;29.436000;colorDetect;0.013834;13.834000;udp;0.000103;0.103;0.044231;;;;
Image ret;0.000978;0.978;stereoCalib;0.030943;30.943000;colorDetect;0.013673;13.673000;udp;9.3e-05;0.093;0.045687;;;;
Image ret;0.00082;0.82;stereoCalib;0.027628;27.628000;colorDetect;0.012462;12.462000;udp;0.000122;0.122;0.041032;;;;
Image ret;0.000781;0.781;stereoCalib;0.028683;28.683000;colorDetect;0.027915;27.915000;udp;0.000147;0.147;0.057526;;;;
Image ret;0.00111;1.11;stereoCalib;0.051585;51.585000;colorDetect;0.025954;25.954000;udp;0.000105;0.105;0.078754;;;;
Image ret;0.000786;0.786;stereoCalib;0.028507;28.507000;colorDetect;0.013056;13.056000;udp;9.4e-05;0.094;0.042443;;;;
Image ret;0.000795;0.795;stereoCalib;0.028127;28.127000;colorDetect;0.013358;13.358000;udp;0.0001;0.1;0.04238;;;;
Image ret;0.000827;0.827;stereoCalib;0.032834;32.834000;colorDetect;0.013482;13.482000;udp;8.8e-05;0.088;0.047231;;;;
Image ret;0.000792;0.792;stereoCalib;0.02792;27.920000;colorDetect;0.012352;12.352000;udp;0.00011;0.11;0.041174;;;;
Image ret;0.001076;1.076;stereoCalib;0.028416;28.416000;colorDetect;0.013778;13.778000;udp;9.1e-05;0.091;0.043361;;;;
Image ret;0.000847;0.847;stereoCalib;0.029659;29.659000;colorDetect;0.014393;14.393000;udp;0.00011;0.11;0.045009;;;;
Image ret;0.000842;0.842;stereoCalib;0.028334;28.334000;colorDetect;0.013743;13.743000;udp;8.8e-05;0.088;0.043007;;;;
Image ret;0.000793;0.793;stereoCalib;0.027672;27.672000;colorDetect;0.012453;12.453000;udp;0.000127;0.127;0.041045;;;;
Image ret;0.000809;0.809;stereoCalib;0.028789;28.789000;colorDetect;0.013527;13.527000;udp;0.0001;0.1;0.043225;;;;
Image ret;0.000929;0.929;stereoCalib;0.030433;30.433000;colorDetect;0.014495;14.495000;udp;0.000104;0.104;0.045961;;;;
Image ret;0.000849;0.849;stereoCalib;0.029533;29.533000;colorDetect;0.014098;14.098000;udp;9.2e-05;0.092;0.044572;;;;
Image ret;0.000802;0.802;stereoCalib;0.029378;29.378000;colorDetect;0.014003;14.003000;udp;0.00012;0.12;0.044303;;;;
Image ret;0.000868;0.868;stereoCalib;0.029589;29.589000;colorDetect;0.013755;13.755000;udp;0.000118;0.118;0.04433;;;;
Image ret;0.000843;0.843;stereoCalib;0.028641;28.641000;colorDetect;0.012683;12.683000;udp;8.4e-05;0.084;0.042251;;;;
Image ret;0.000809;0.809;stereoCalib;0.033567;33.567000;colorDetect;0.012585;12.585000;udp;0.000102;0.102;0.047063;;;;
Image ret;0.001067;1.067;stereoCalib;0.034207;34.207000;colorDetect;0.013005;13.005000;udp;9.3e-05;0.093;0.048372;;;;
Image ret;0.000794;0.794;stereoCalib;0.031606;31.606000;colorDetect;0.012668;12.668000;udp;0.000106;0.106;0.045174;;;;
Image ret;0.000956;0.956;stereoCalib;0.031141;31.141000;colorDetect;0.012505;12.505000;udp;0.000107;0.107;0.044709;;;;
Image ret;0.001045;1.045;stereoCalib;0.028872;28.872000;colorDetect;0.016897;16.897000;udp;0.000146;0.146;0.04696;;;;
Image ret;0.001255;1.255;stereoCalib;0.051808;51.808000;colorDetect;0.028112;28.112000;udp;0.000145;0.145;0.08132;;;;
Image ret;0.001287;1.287;stereoCalib;0.052349;52.349000;colorDetect;0.013789;13.789000;udp;0.0001;0.1;0.067525;;;;
Image ret;0.000826;0.826;stereoCalib;0.030666;30.666000;colorDetect;0.012673;12.673000;udp;0.000108;0.108;0.044273;;;;
Image ret;0.000801;0.801;stereoCalib;0.032769;32.769000;colorDetect;0.012807;12.807000;udp;0.000107;0.107;0.046484;;;;
Image ret;0.00112;1.12;stereoCalib;0.034101;34.101000;colorDetect;0.012559;12.559000;udp;0.000105;0.105;0.047885;;;;
Image ret;0.000795;0.795;stereoCalib;0.029882;29.882000;colorDetect;0.012932;12.932000;udp;9e-05;0.09;0.043699;;;;
Image ret;0.000952;0.952;stereoCalib;0.030372;30.372000;colorDetect;0.014478;14.478000;udp;9.1e-05;0.091;0.045893;;;;
Image ret;0.000857;0.857;stereoCalib;0.02669;26.690000;colorDetect;0.012544;12.544000;udp;0.0001;0.1;0.040191;;;;
Image ret;0.00082;0.82;stereoCalib;0.029336;29.336000;colorDetect;0.014531;14.531000;udp;8.4e-05;0.084;0.044771;;;;
Image ret;0.000783;0.783;stereoCalib;0.028424;28.424000;colorDetect;0.012995;12.995000;udp;0.000239;0.239;0.042441;;;;
Image ret;0.000812;0.812;stereoCalib;0.02729;27.290000;colorDetect;0.015151;15.151000;udp;0.000169;0.169;0.043422;;;;
Image ret;0.000797;0.797;stereoCalib;0.029525;29.525000;colorDetect;0.012455;12.455000;udp;0.000105;0.105;0.042882;;;;
Image ret;0.001033;1.033;stereoCalib;0.029987;29.987000;colorDetect;0.013911;13.911000;udp;9.1e-05;0.091;0.045022;;;;
Image ret;0.000795;0.795;stereoCalib;0.029585;29.585000;colorDetect;0.012552;12.552000;udp;0.000109;0.109;0.043041;;;;
Image ret;0.00084;0.84;stereoCalib;0.029812;29.812000;colorDetect;0.01364;13.640000;udp;0.000123;0.123;0.044415;;;;
Image ret;0.000952;0.952;stereoCalib;0.029026;29.026000;colorDetect;0.014379;14.379000;udp;0.000104;0.104;0.044461;;;;
Image ret;0.000877;0.877;stereoCalib;0.02841;28.410000;colorDetect;0.013704;13.704000;udp;0.000102;0.102;0.043093;;;;
Image ret;0.000806;0.806;stereoCalib;0.028328;28.328000;colorDetect;0.013495;13.495000;udp;0.000115;0.115;0.042744;;;;
Image ret;0.00079;0.79;stereoCalib;0.028063;28.063000;colorDetect;0.014099;14.099000;udp;0.000101;0.101;0.043053;;;;
Image ret;0.001071;1.071;stereoCalib;0.055595;55.595000;colorDetect;0.027007;27.007000;udp;0.000149;0.149;0.083822;;;;
Image ret;0.001252;1.252;stereoCalib;0.057731;57.731000;colorDetect;0.014543;14.543000;udp;9.6e-05;0.096;0.073622;;;;
Image ret;0.000883;0.883;stereoCalib;0.031281;31.281000;colorDetect;0.012479;12.479000;udp;0.000103;0.103;0.044746;;;;
Image ret;0.0008;0.8;stereoCalib;0.032167;32.167000;colorDetect;0.012485;12.485000;udp;0.000177;0.177;0.045629;;;;
Image ret;0.001423;1.423;stereoCalib;0.033033;33.033000;colorDetect;0.012494;12.494000;udp;7.3e-05;0.073;0.047023;;;;
Image ret;0.000934;0.934;stereoCalib;0.02804;28.040000;colorDetect;0.013731;13.731000;udp;9.5e-05;0.095;0.0428;;;;
Image ret;0.000955;0.955;stereoCalib;0.03036;30.360000;colorDetect;0.01385;13.850000;udp;0.000199;0.199;0.045364;;;;
Image ret;0.000883;0.883;stereoCalib;0.029585;29.585000;colorDetect;0.013897;13.897000;udp;0.000117;0.117;0.044482;;;;
Image ret;0.000886;0.886;stereoCalib;0.029347;29.347000;colorDetect;0.013859;13.859000;udp;0.000119;0.119;0.044211;;;;
Image ret;0.000809;0.809;stereoCalib;0.029583;29.583000;colorDetect;0.01367;13.670000;udp;0.000104;0.104;0.044166;;;;
Image ret;0.00086;0.86;stereoCalib;0.031434;31.434000;colorDetect;0.013393;13.393000;udp;9.2e-05;0.092;0.045779;;;;
Image ret;0.000804;0.804;stereoCalib;0.030424;30.424000;colorDetect;0.012826;12.826000;udp;0.000106;0.106;0.04416;;;;
Image ret;0.000945;0.945;stereoCalib;0.031341;31.341000;colorDetect;0.012776;12.776000;udp;8.8e-05;0.088;0.04515;;;;
Image ret;0.000824;0.824;stereoCalib;0.032817;32.817000;colorDetect;0.01244;12.440000;udp;0.000129;0.129;0.04621;;;;
Image ret;0.00094;0.94;stereoCalib;0.033436;33.436000;colorDetect;0.012509;12.509000;udp;0.000124;0.124;0.047009;;;;
Image ret;0.00088;0.88;stereoCalib;0.029353;29.353000;colorDetect;0.013568;13.568000;udp;8.7e-05;0.087;0.043888;;;;
Image ret;0.000835;0.835;stereoCalib;0.029476;29.476000;colorDetect;0.012513;12.513000;udp;0.000114;0.114;0.042938;;;;
Image ret;0.000927;0.927;stereoCalib;0.030061;30.061000;colorDetect;0.012984;12.984000;udp;0.000205;0.205;0.044177;;;;
Image ret;0.000817;0.817;stereoCalib;0.026651;26.651000;colorDetect;0.014461;14.461000;udp;9.3e-05;0.093;0.042022;;;;
Image ret;0.000791;0.791;stereoCalib;0.028405;28.405000;colorDetect;0.012564;12.564000;udp;0.00011;0.11;0.04187;;;;
Image ret;0.000797;0.797;stereoCalib;0.043687;43.687000;colorDetect;0.024825;24.825000;udp;0.000159;0.159;0.069468;;;;
Image ret;0.001512;1.512;stereoCalib;0.055081;55.081000;colorDetect;0.019279;19.279000;udp;9.8e-05;0.098;0.07597;;;;
Image ret;0.000868;0.868;stereoCalib;0.029499;29.499000;colorDetect;0.012524;12.524000;udp;0.000113;0.113;0.043004;;;;
Image ret;0.000799;0.799;stereoCalib;0.029758;29.758000;colorDetect;0.013605;13.605000;udp;0.000119;0.119;0.044281;;;;
Image ret;0.000803;0.803;stereoCalib;0.028379;28.379000;colorDetect;0.013876;13.876000;udp;0.000104;0.104;0.043162;;;;
Image ret;0.000833;0.833;stereoCalib;0.02709;27.090000;colorDetect;0.014352;14.352000;udp;8.2e-05;0.082;0.042357;;;;
Image ret;0.001001;1.001;stereoCalib;0.030326;30.326000;colorDetect;0.013443;13.443000;udp;9.1e-05;0.091;0.044861;;;;
Image ret;0.000872;0.872;stereoCalib;0.026576;26.576000;colorDetect;0.012612;12.612000;udp;9.8e-05;0.098;0.040158;;;;
Image ret;0.000781;0.781;stereoCalib;0.028926;28.926000;colorDetect;0.013803;13.803000;udp;9.5e-05;0.095;0.043605;;;;
Image ret;0.000793;0.793;stereoCalib;0.026703;26.703000;colorDetect;0.014185;14.185000;udp;9.1e-05;0.091;0.041772;;;;
Image ret;0.000922;0.922;stereoCalib;0.027489;27.489000;colorDetect;0.013427;13.427000;udp;9.3e-05;0.093;0.041931;;;;
Image ret;0.000805;0.805;stereoCalib;0.026686;26.686000;colorDetect;0.012848;12.848000;udp;8.7e-05;0.087;0.040426;;;;
Image ret;0.000821;0.821;stereoCalib;0.028657;28.657000;colorDetect;0.013688;13.688000;udp;0.000107;0.107;0.043273;;;;
Image ret;0.000874;0.874;stereoCalib;0.026839;26.839000;colorDetect;0.015378;15.378000;udp;9.3e-05;0.093;0.043184;;;;
Image ret;0.00093;0.93;stereoCalib;0.026941;26.941000;colorDetect;0.013353;13.353000;udp;0.00012;0.12;0.041344;;;;
Image ret;0.000782;0.782;stereoCalib;0.028193;28.193000;colorDetect;0.014561;14.561000;udp;9.1e-05;0.091;0.043627;;;;
Image ret;0.000825;0.825;stereoCalib;0.026735;26.735000;colorDetect;0.014205;14.205000;udp;8.9e-05;0.089;0.041854;;;;
Image ret;0.00079;0.79;stereoCalib;0.029679;29.679000;colorDetect;0.026603;26.603000;udp;0.000145;0.145;0.057217;;;;
Image ret;0.001166;1.166;stereoCalib;0.057522;57.522000;colorDetect;0.026375;26.375000;udp;0.000164;0.164;0.085227;;;;
Image ret;0.001145;1.145;stereoCalib;0.05395;53.950000;colorDetect;0.026056;26.056000;udp;0.000158;0.158;0.081309;;;;
Image ret;0.001211;1.211;stereoCalib;0.044669;44.669000;colorDetect;0.014033;14.033000;udp;9.4e-05;0.094;0.060007;;;;
Image ret;0.000985;0.985;stereoCalib;0.030625;30.625000;colorDetect;0.012629;12.629000;udp;9.6e-05;0.096;0.044335;;;;
Image ret;0.000834;0.834;stereoCalib;0.030006;30.006000;colorDetect;0.013507;13.507000;udp;0.000102;0.102;0.044449;;;;
Image ret;0.00084;0.84;stereoCalib;0.027011;27.011000;colorDetect;0.013785;13.785000;udp;9.9e-05;0.099;0.041735;;;;
Image ret;0.000835;0.835;stereoCalib;0.029739;29.739000;colorDetect;0.013775;13.775000;udp;0.000108;0.108;0.044457;;;;
Image ret;0.000872;0.872;stereoCalib;0.029687;29.687000;colorDetect;0.013748;13.748000;udp;0.000127;0.127;0.044434;;;;
Image ret;0.000848;0.848;stereoCalib;0.029209;29.209000;colorDetect;0.013686;13.686000;udp;9.7e-05;0.097;0.04384;;;;
Image ret;0.000968;0.968;stereoCalib;0.032233;32.233000;colorDetect;0.012641;12.641000;udp;9.4e-05;0.094;0.045936;;;;
Image ret;0.000869;0.869;stereoCalib;0.030688;30.688000;colorDetect;0.012508;12.508000;udp;9.5e-05;0.095;0.04416;;;;
Image ret;0.000944;0.944;stereoCalib;0.030094;30.094000;colorDetect;0.013467;13.467000;udp;8.8e-05;0.088;0.044593;;;;
Image ret;0.000797;0.797;stereoCalib;0.028229;28.229000;colorDetect;0.012531;12.531000;udp;0.000102;0.102;0.041659;;;;
Image ret;0.001037;1.037;stereoCalib;0.029895;29.895000;colorDetect;0.013368;13.368000;udp;0.0002;0.2;0.0445;;;;
Image ret;0.000928;0.928;stereoCalib;0.03036;30.360000;colorDetect;0.014188;14.188000;udp;9.1e-05;0.091;0.045567;;;;
Image ret;0.000796;0.796;stereoCalib;0.029581;29.581000;colorDetect;0.014086;14.086000;udp;0.000116;0.116;0.044579;;;;
Image ret;0.000851;0.851;stereoCalib;0.029429;29.429000;colorDetect;0.013145;13.145000;udp;0.000148;0.148;0.043573;;;;
Image ret;0.000832;0.832;stereoCalib;0.028526;28.526000;colorDetect;0.013488;13.488000;udp;0.000121;0.121;0.042967;;;;
Image ret;0.000835;0.835;stereoCalib;0.030571;30.571000;colorDetect;0.013499;13.499000;udp;8.9e-05;0.089;0.044994;;;;
Image ret;0.000941;0.941;stereoCalib;0.028594;28.594000;colorDetect;0.012598;12.598000;udp;0.000118;0.118;0.042251;;;;
Image ret;0.000791;0.791;stereoCalib;0.029225;29.225000;colorDetect;0.013697;13.697000;udp;9.4e-05;0.094;0.043807;;;;
Image ret;0.001096;1.096;stereoCalib;0.054235;54.235000;colorDetect;0.026789;26.789000;udp;0.000154;0.154;0.082274;;;;
Image ret;0.001365;1.365;stereoCalib;0.054435;54.435000;colorDetect;0.016475;16.475000;udp;9.7e-05;0.097;0.072372;;;;
Image ret;0.000903;0.903;stereoCalib;0.030544;30.544000;colorDetect;0.012767;12.767000;udp;0.000129;0.129;0.044343;;;;
Image ret;0.000786;0.786;stereoCalib;0.029356;29.356000;colorDetect;0.013686;13.686000;udp;0.0001;0.1;0.043928;;;;
Image ret;0.000848;0.848;stereoCalib;0.029501;29.501000;colorDetect;0.01372;13.720000;udp;0.0001;0.1;0.044169;;;;
Image ret;0.000798;0.798;stereoCalib;0.0298;29.800000;colorDetect;0.014106;14.106000;udp;0.000125;0.125;0.044829;;;;
Image ret;0.000787;0.787;stereoCalib;0.028176;28.176000;colorDetect;0.014367;14.367000;udp;0.00016;0.16;0.04349;;;;
Image ret;0.000831;0.831;stereoCalib;0.03037;30.370000;colorDetect;0.013741;13.741000;udp;0.000127;0.127;0.045069;;;;
Image ret;0.000919;0.919;stereoCalib;0.03091;30.910000;colorDetect;0.013284;13.284000;udp;0.000125;0.125;0.045238;;;;
Image ret;0.000841;0.841;stereoCalib;0.030925;30.925000;colorDetect;0.013248;13.248000;udp;9.6e-05;0.096;0.04511;;;;
Image ret;0.000846;0.846;stereoCalib;0.034049;34.049000;colorDetect;0.012498;12.498000;udp;0.000101;0.101;0.047494;;;;
Image ret;0.000946;0.946;stereoCalib;0.031956;31.956000;colorDetect;0.012561;12.561000;udp;0.000112;0.112;0.045575;;;;
Image ret;0.000899;0.899;stereoCalib;0.028088;28.088000;colorDetect;0.013722;13.722000;udp;0.000153;0.153;0.042862;;;;
Image ret;0.000972;0.972;stereoCalib;0.030188;30.188000;colorDetect;0.012638;12.638000;udp;9.6e-05;0.096;0.043894;;;;
Image ret;0.000794;0.794;stereoCalib;0.030067;30.067000;colorDetect;0.013093;13.093000;udp;0.000231;0.231;0.044185;;;;
Image ret;0.000864;0.864;stereoCalib;0.027499;27.499000;colorDetect;0.014429;14.429000;udp;0.00013;0.13;0.042922;;;;
Image ret;0.000818;0.818;stereoCalib;0.028023;28.023000;colorDetect;0.013909;13.909000;udp;0.000192;0.192;0.042942;;;;
Image ret;0.000795;0.795;stereoCalib;0.026583;26.583000;colorDetect;0.013829;13.829000;udp;9.4e-05;0.094;0.041301;;;;
Image ret;0.000845;0.845;stereoCalib;0.028191;28.191000;colorDetect;0.014661;14.661000;udp;9.9e-05;0.099;0.043796;;;;
Image ret;0.000802;0.802;stereoCalib;0.028101;28.101000;colorDetect;0.012602;12.602000;udp;0.000118;0.118;0.041623;;;;
Image ret;0.000826;0.826;stereoCalib;0.049685;49.685000;colorDetect;0.026395;26.395000;udp;0.000153;0.153;0.077059;;;;
Image ret;0.001122;1.122;stereoCalib;0.054521;54.521000;colorDetect;0.013206;13.206000;udp;9.9e-05;0.099;0.068948;;;;
Image ret;0.000909;0.909;stereoCalib;0.030617;30.617000;colorDetect;0.013274;13.274000;udp;0.000101;0.101;0.044901;;;;
Image ret;0.00081;0.81;stereoCalib;0.029668;29.668000;colorDetect;0.013681;13.681000;udp;0.000111;0.111;0.04427;;;;
Image ret;0.000842;0.842;stereoCalib;0.029752;29.752000;colorDetect;0.013489;13.489000;udp;0.000105;0.105;0.044188;;;;
Image ret;0.000849;0.849;stereoCalib;0.032482;32.482000;colorDetect;0.012499;12.499000;udp;9.7e-05;0.097;0.045927;;;;
Image ret;0.000798;0.798;stereoCalib;0.03029;30.290000;colorDetect;0.013425;13.425000;udp;0.000126;0.126;0.044639;;;;
Image ret;0.001009;1.009;stereoCalib;0.032796;32.796000;colorDetect;0.012569;12.569000;udp;0.000121;0.121;0.046495;;;;
Image ret;0.000857;0.857;stereoCalib;0.026728;26.728000;colorDetect;0.01355;13.550000;udp;9.6e-05;0.096;0.041231;;;;
Image ret;0.000849;0.849;stereoCalib;0.027639;27.639000;colorDetect;0.013561;13.561000;udp;9.2e-05;0.092;0.042141;;;;
Image ret;0.000815;0.815;stereoCalib;0.026445;26.445000;colorDetect;0.013419;13.419000;udp;0.0001;0.1;0.040779;;;;
Image ret;0.000921;0.921;stereoCalib;0.026799;26.799000;colorDetect;0.012796;12.796000;udp;0.000732;0.732;0.041248;;;;
Image ret;0.000885;0.885;stereoCalib;0.027788;27.788000;colorDetect;0.015254;15.254000;udp;9.2e-05;0.092;0.044019;;;;
Image ret;0.000835;0.835;stereoCalib;0.027459;27.459000;colorDetect;0.01244;12.440000;udp;0.0001;0.1;0.040834;;;;
Image ret;0.000846;0.846;stereoCalib;0.031752;31.752000;colorDetect;0.01244;12.440000;udp;0.000112;0.112;0.04515;;;;
Image ret;0.001726;1.726;stereoCalib;0.032601;32.601000;colorDetect;0.01376;13.760000;udp;8.9e-05;0.089;0.048176;;;;
Image ret;0.000827;0.827;stereoCalib;0.030928;30.928000;colorDetect;0.026653;26.653000;udp;0.000144;0.144;0.058552;;;;
Image ret;0.002448;2.448;stereoCalib;0.052232;52.232000;colorDetect;0.027357;27.357000;udp;0.000157;0.157;0.082194;;;;
Image ret;0.001515;1.515;stereoCalib;0.05723;57.230000;colorDetect;0.025277;25.277000;udp;0.000158;0.158;0.08418;;;;
Image ret;0.001256;1.256;stereoCalib;0.047513;47.513000;colorDetect;0.013785;13.785000;udp;9.7e-05;0.097;0.062651;;;;
Image ret;0.000834;0.834;stereoCalib;0.029738;29.738000;colorDetect;0.012579;12.579000;udp;9.8e-05;0.098;0.043249;;;;
Image ret;0.000843;0.843;stereoCalib;0.029998;29.998000;colorDetect;0.013873;13.873000;udp;0.000113;0.113;0.044827;;;;
Image ret;0.001;1;stereoCalib;0.030413;30.413000;colorDetect;0.014263;14.263000;udp;0.0001;0.1;0.045776;;;;
Image ret;0.000783;0.783;stereoCalib;0.026907;26.907000;colorDetect;0.014232;14.232000;udp;9.1e-05;0.091;0.042013;;;;
Image ret;0.000841;0.841;stereoCalib;0.029437;29.437000;colorDetect;0.012474;12.474000;udp;9.4e-05;0.094;0.042846;;;;
Image ret;0.000793;0.793;stereoCalib;0.028038;28.038000;colorDetect;0.01339;13.390000;udp;0.000278;0.278;0.042499;;;;
Image ret;0.000845;0.845;stereoCalib;0.029573;29.573000;colorDetect;0.012752;12.752000;udp;0.000138;0.138;0.043308;;;;
Image ret;0.00095;0.95;stereoCalib;0.026831;26.831000;colorDetect;0.014083;14.083000;udp;9.3e-05;0.093;0.041957;;;;
Image ret;0.000874;0.874;stereoCalib;0.026653;26.653000;colorDetect;0.013718;13.718000;udp;0.000123;0.123;0.041368;;;;
Image ret;0.000816;0.816;stereoCalib;0.02975;29.750000;colorDetect;0.012859;12.859000;udp;0.00028;0.28;0.043705;;;;
Image ret;0.000792;0.792;stereoCalib;0.02675;26.750000;colorDetect;0.015217;15.217000;udp;9.1e-05;0.091;0.04285;;;;
Image ret;0.000924;0.924;stereoCalib;0.030477;30.477000;colorDetect;0.012578;12.578000;udp;0.000101;0.101;0.04408;;;;
Image ret;0.000838;0.838;stereoCalib;0.029044;29.044000;colorDetect;0.014009;14.009000;udp;0.00011;0.11;0.044001;;;;
Image ret;0.000841;0.841;stereoCalib;0.029402;29.402000;colorDetect;0.013785;13.785000;udp;0.000109;0.109;0.044137;;;;
Image ret;0.000803;0.803;stereoCalib;0.02799;27.990000;colorDetect;0.014177;14.177000;udp;0.000102;0.102;0.043072;;;;
Image ret;0.000786;0.786;stereoCalib;0.027074;27.074000;colorDetect;0.013611;13.611000;udp;9.2e-05;0.092;0.041563;;;;
Image ret;0.001224;1.224;stereoCalib;0.052433;52.433000;colorDetect;0.024957;24.957000;udp;0.000161;0.161;0.078775;;;;
Image ret;0.001255;1.255;stereoCalib;0.054809;54.809000;colorDetect;0.015729;15.729000;udp;9.7e-05;0.097;0.07189;;;;
Image ret;0.000792;0.792;stereoCalib;0.029765;29.765000;colorDetect;0.012727;12.727000;udp;0.000106;0.106;0.04339;;;;
Image ret;0.000893;0.893;stereoCalib;0.029866;29.866000;colorDetect;0.013929;13.929000;udp;0.000101;0.101;0.044789;;;;
Image ret;0.000805;0.805;stereoCalib;0.028782;28.782000;colorDetect;0.012541;12.541000;udp;0.00011;0.11;0.042238;;;;
Image ret;0.000805;0.805;stereoCalib;0.028306;28.306000;colorDetect;0.013618;13.618000;udp;0.000109;0.109;0.042838;;;;
Image ret;0.000774;0.774;stereoCalib;0.029062;29.062000;colorDetect;0.01402;14.020000;udp;0.000102;0.102;0.043958;;;;
